brand,name,price_usd,price_bdt,image_url,capacity_gb,ddr_generation,speed_mhz,modules,cas_latency,color,price_per_gb
TEAMGROUP,TEAMGROUP Xtreem ARGB 48 GB,229.99,31048.65,,48,DDR5,7600,"2,24",36,Black,4.791
Kingston,Kingston KVR16R11D4K4/64 64 GB,114.36,15438.6,,64,DDR3,1600,"4,16",11,Green,1.787
G.Skill,G.Skill Aegis 64 GB,,,,64,DDR4,2133,"4,16",15,Black / Red,
Corsair,Corsair Dominator Platinum RGB 64 GB,229.99,31048.65,,64,DDR5,5600,"2,32",40,Black,3.594
G.Skill,G.Skill Value 4 GB,14.41,1945.35,,4,DDR3,1333,"1,4",9,Green,3.603
Corsair,Corsair Vengeance RGB 48 GB,147.99,19978.65,,48,DDR5,5600,"2,24",40,Black,3.083
Mushkin,Mushkin Enhanced Essentials 32 GB,137.41,18550.35,,32,DDR4,3200,"2,16",22,Black,4.294
G.Skill,G.Skill Sniper X 16 GB,53.22,7184.7,,16,DDR4,3200,"2,8",16,Black / White,3.326
TEAMGROUP,TEAMGROUP T-Force Delta RGB 64 GB,,,,64,DDR5,5600,"2,32",36,White / Silver,
Silicon Power,Silicon Power SP016GBLFU266X02 16 GB,,,,16,DDR4,2666,"1,16",19,,
Corsair,Corsair Vengeance RGB 32 GB,,,,32,DDR5,6000,"2,16",36,Black / Gray,
Kingston,Kingston FURY Renegade 48 GB,255.27,34461.45,,48,DDR5,7200,"2,24",38,Silver / Black,5.318
Kingston,Kingston KVR16LN11K2/8 8 GB,62.36,8418.6,,8,DDR3,1600,"2,4",11,Black / Green,7.795
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,2133,"2,16",15,Red,
Kingston,Kingston KTH-PL426LQ/64G 64 GB,,,,64,DDR4,2666,"1,64",19,Green / Black,
Kingston,Kingston HyperX Predator RGB 32 GB,,,,32,DDR4,3200,"4,8",16,Black,
G.Skill,G.Skill Trident Z Royal 16 GB,,,,16,DDR4,3200,"2,8",16,Gold,
Crucial Ballistix,Crucial Ballistix 16 GB,,,,16,DDR4,2400,"2,8",16,Black,
OLOy,OLOy MD4U082616BJDA 16 GB,,,,16,DDR4,2666,"2,8",16,Black,
G.Skill,G.Skill Trident Z Royal 32 GB,,,,32,DDR4,4000,"2,16",16,White,
ADATA,ADATA XPG GAMMIX D20 32 GB,140.94,19026.9,,32,DDR4,3200,"2,16",16,Black,4.404
OLOy,OLOy Blade RGB 16 GB,,,,16,DDR4,3200,"2,8",16,White,
OLOy,OLOy Blade RGB 32 GB,,,,32,DDR4,3200,"2,16",16,White,
G.Skill,G.Skill Trident Z5 RGB 32 GB,121.59,16414.65,,32,DDR5,5600,"2,16",40,Black,3.8
Kingston,Kingston FURY Beast RGB 32 GB,,,,32,DDR5,4800,"2,16",38,Black,
G.Skill,G.Skill Trident Z Royal 64 GB,,,,64,DDR4,4600,"2,32",20,Gold,
Corsair,Corsair Dominator Platinum RGB 64 GB,380.03,51304.05,,64,DDR5,5200,"2,32",40,Gray / Black,5.938
Crucial Ballistix,Crucial Ballistix 8 GB,,,,8,DDR4,3200,"1,8",16,Red,
Kingston,Kingston FURY 64 GB,316.12,42676.2,,64,DDR5,5600,"4,16",40,White,4.939
G.Skill,G.Skill Ripjaws 32 GB,94.99,12823.65,,32,DDR5,5600,"2,16",40,Black / White,2.968
G.Skill,G.Skill Ripjaws 16 GB,32.99,4453.65,,16,DDR3,1600,"2,8",9,Black / Red,2.062
Patriot,Patriot Viper Venom RGB 32 GB,173.03,23359.05,,32,DDR5,7000,"2,16",40,Black / White,5.407
G.Skill,G.Skill Trident Z RGB 32 GB,,,,32,DDR4,2400,"2,16",15,Black,
Corsair,Corsair Vengeance RGB Pro 32 GB,144.99,19573.65,,32,DDR4,3600,"4,8",16,Black,4.531
G.Skill,G.Skill Ripjaws V 128 GB,,,,128,DDR4,3600,"4,32",16,Red,
Corsair,Corsair Dominator Platinum RGB 32 GB,143.99,19438.65,,32,DDR5,5600,"2,16",36,Gray / Black,4.5
TEAMGROUP,TEAMGROUP Xtreem 48 GB,215.99,29158.65,,48,DDR5,8000,"2,24",38,White,
Corsair,Corsair Dominator Platinum RGB 32 GB,129.99,17548.65,,32,DDR5,5200,"2,16",40,Gray / Black,4.062
G.Skill,G.Skill Ripjaws M5 RGB 96 GB,239.99,32398.65,,96,DDR5,5600,"2,48",40,Black,2.5
Corsair,Corsair Vengeance RGB Pro 16 GB,82.99,11203.65,,16,DDR4,2666,"2,8",16,White,5.187
Lexar,Lexar Ares RGB 32 GB,,,,32,DDR5,6000,"2,16",34,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 16 GB,,,,16,DDR5,5600,"2,8",40,White,
Corsair,Corsair Vengeance RGB 32 GB,144.99,19573.65,,32,DDR5,6000,"2,16",30,White,4.531
Corsair,Corsair Vengeance RGB Pro 16 GB,80.67,10890.45,,16,DDR4,3600,"2,8",16,Black,5.042
Kingston,Kingston FURY Beast RGB 32 GB,95.65,12912.75,,32,DDR5,5200,"1,32",40,Black,2.989
Kingston,Kingston FURY Renegade 64 GB,188.41,25435.35,,64,DDR4,3200,"2,32",16,Black,2.944
Kingston,Kingston KVR16N11H/8 8 GB,15.0,2025.0,,8,DDR3,1600,"1,8",11,Green,1.875
Corsair,Corsair Vengeance LPX 8 GB,,,,8,DDR4,2400,"2,4",15,Black / Yellow,
G.Skill,G.Skill Ripjaws V 32 GB,229.99,31048.65,,32,DDR4,3600,"4,8",18,Black,7.187
Kingston,Kingston FURY Beast 16 GB,130.51,17618.85,,16,DDR5,4800,"1,16",38,Black / Silver,8.157
Kingston,Kingston FURY Beast 64 GB,331.52,44755.2,,64,DDR4,3200,"4,16",16,Black,5.18
Patriot,Patriot Viper Steel RGB 8 GB,24.99,3373.65,,8,DDR4,3600,"1,8",20,Black,3.124
ADATA,ADATA XPG CASTER RGB 16 GB,83.47,11268.45,,16,DDR5,6400,"1,16",40,Black / Silver,5.217
ADATA,ADATA XPG SPECTRIX D35G RGB 32 GB,,,,32,DDR4,3600,"2,16",18,Black,
Kingston,Kingston FURY Beast 16 GB,95.99,12958.65,,16,DDR5,6000,"1,16",40,Black / Silver,5.999
Kingston,Kingston Fury Renegade RGB 32 GB,,,,32,DDR4,3200,"2,16",16,Black,
Patriot,Patriot Signature Line 32 GB,79.98,10797.3,,32,DDR4,3200,"1,32",22,,2.499
Mushkin,Mushkin Redline Lumina 64 GB,,,,64,DDR5,6400,"2,32",30,Black,
G.Skill,G.Skill Ripjaws 4 16 GB,,,,16,DDR4,3000,"2,8",15,Black,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,3000,"2,8",15,Blue,
Patriot,Patriot Viper 4 16 GB,,,,16,DDR4,3000,"2,8",16,Black / Red,
Corsair,Corsair Vengeance LPX 32 GB,,,,32,DDR4,2400,"4,8",15,Black / Yellow,
Corsair,Corsair Vengeance LPX 128 GB,,,,128,DDR4,2666,"8,16",15,Black / Yellow,
Crucial Ballistix,Crucial Ballistix Sport LT 16 GB,,,,16,DDR4,3000,"2,8",15,Red / Black,
Patriot,Patriot Signature Premium 8 GB,,,,8,DDR4,2666,"2,4",19,Black,
Kingston,Kingston KSM24RD4/32HAI 32 GB,,,,32,DDR4,2400,"1,32",17,,
G.Skill,G.Skill Ripjaws V 256 GB,754.74,101889.9,,256,DDR4,3200,"8,32",16,Black,2.948
Crucial Ballistix,Crucial Ballistix 32 GB,,,,32,DDR4,3600,"2,16",16,White,
Kingston,Kingston HyperX Fury 8 GB,,,,8,DDR4,2400,"1,8",15,Black,
Corsair,Corsair Vengeance LPX 32 GB,,,,32,DDR4,3600,"2,16",19,Black,
Corsair,Corsair Vengeance RGB RT 32 GB,,,,32,DDR4,4000,"2,16",18,Black,
Corsair,Corsair Vengeance RGB Pro 32 GB,,,,32,DDR4,3600,"2,16",14,Black,
Kingston,Kingston FURY Renegade 32 GB,,,,32,DDR4,4600,"2,16",19,Black,
Kingston,Kingston FURY Beast 32 GB,,,,32,DDR4,2666,"2,16",16,Black,
G.Skill,G.Skill Ripjaws S5 32 GB,,,,32,DDR5,5200,"2,16",28,Black,
TEAMGROUP,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,,,32,DDR5,6400,"2,16",40,Black,
OLOy,OLOy Blade RGB 32 GB,,,,32,DDR5,6000,"2,16",36,Black,
Crucial,Crucial Classic 8 GB,27.98,3777.3,,8,DDR5,5200,"1,8",42,Black,3.498
Corsair,Corsair Dominator Titanium First Edition 32 GB,,,,32,DDR5,7200,"2,16",34,White,
OLOy,OLOy OWL RGB 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
Kingston,Kingston Fury Renegade RGB 32 GB,214.41,28945.35,,32,DDR5,7600,"2,16",38,Silver / Black,6.7
ADATA,ADATA XPG SPECTRIX D35G RGB 16 GB,,,,16,DDR4,3200,"1,16",16,White,
Kingston,Kingston FURY Beast RGB 32 GB,150.83,20362.05,,32,DDR5,6400,"1,32",32,Black,4.713
G.Skill,G.Skill Ripjaws 32 GB,77.98,10527.3,,32,DDR4,3200,"2,16",22,Black,2.437
G.Skill,G.Skill Ripjaws 32 GB,64.98,8772.3,,32,DDR4,2666,"2,16",18,Black,2.031
Crucial,Crucial CT2K32G48C40S5 64 GB,164.96,22269.6,,64,DDR5,4800,"2,32",40,Black,2.578
Kingston,Kingston FURY Impact 16 GB,54.75,7391.25,,16,DDR5,5600,"1,16",40,Black,3.422
Crucial,Crucial CT2K16G3ERSLD4160B 32 GB,109.97,14845.95,,32,DDR3,1600,"2,16",11,Green,3.437
G.Skill,G.Skill Trident Z5 RGB 48 GB,174.99,23623.65,,48,DDR5,7200,"2,24",36,Silver / Black,3.646
Mushkin,Mushkin Enhanced Redline 64 GB,189.99,25648.65,,64,DDR5,5600,"2,32",28,Black,2.969
Mushkin,Mushkin Redline Lumina 32 GB,,,,32,DDR4,4133,"2,16",19,White,
G.Skill,G.Skill Trident Z5 RGB 32 GB,130.98,17682.3,,32,DDR5,6800,"2,16",34,Silver / Black,4.093
Mushkin,Mushkin Redline Lumina 32 GB,,,,32,DDR4,3200,"2,16",14,White,
ADATA,ADATA XPG SPECTRIX D35G RGB 64 GB,189.99,25648.65,,64,DDR4,3200,"2,32",16,Black,2.969
Kingston,Kingston Fury Renegade RGB 32 GB,202.32,27313.2,,32,DDR5,7200,"2,16",38,Silver / Black,6.322
Corsair,Corsair Vengeance LPX 32 GB,291.81,39394.35,,32,DDR4,3200,"2,16",16,Black / Yellow,9.119
G.Skill,G.Skill Trident Z Royal 32 GB,162.78,21975.3,,32,DDR4,3600,"2,16",18,Silver,5.087
G.Skill,G.Skill Ripjaws S5 64 GB,364.89,49260.15,,64,DDR5,5200,"2,32",36,White,5.701
G.Skill,G.Skill Sniper 8 GB,38.72,5227.2,,8,DDR3,2400,"2,4",11,Black / Red,4.84
G.Skill,G.Skill Trident Z5 RGB 32 GB,,,,32,DDR5,6600,"2,16",34,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan 32 GB,79.99,10798.65,,32,DDR5,5200,"2,16",40,Red,2.5
Crucial,Crucial CT32G4RFD4293 32 GB,63.23,8536.05,,32,DDR4,2933,"1,32",21,Green / Black,1.976
G.Skill,G.Skill Trident Z RGB 32 GB,,,,32,DDR4,3600,"2,16",16,Black,
Kingston,Kingston FURY Renegade 16 GB,95.12,12841.2,,16,DDR5,7200,"1,16",38,Silver / White,5.945
G.Skill,G.Skill Ripjaws Z 32 GB,117.07,15804.45,,32,DDR3,1866,"4,8",10,Black / Red,3.658
G.Skill,G.Skill Aegis 4 GB,19.0,2565.0,,4,DDR4,2400,"1,4",15,Black / Red,4.75
Crucial,Crucial CT4K16G4DFD824A 64 GB,199.99,26998.65,,64,DDR4,2400,"4,16",17,Green / Black,3.125
G.Skill,G.Skill Sniper X 16 GB,,,,16,DDR4,3600,"2,8",19,Black / White,
Silicon Power,Silicon Power SP032GBLVU480F02 32 GB,,,,32,DDR5,4800,"1,32",40,,
Corsair,Corsair Vengeance 64 GB,202.99,27403.65,,64,DDR5,5600,"2,32",36,Black / Gray,3.172
Corsair,Corsair Dominator Titanium First Edition 48 GB,273.99,36988.65,,48,DDR5,7200,"2,24",36,White,5.708
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,2400,"2,8",15,Blue,
Corsair,Corsair Vengeance RGB Pro 16 GB,105.99,14308.65,,16,DDR4,3200,"2,8",16,Black,6.624
G.Skill,G.Skill Ripjaws S5 32 GB,235.91,31847.85,,32,DDR5,5200,"2,16",36,Black,7.372
TEAMGROUP,TEAMGROUP T-Force Vulcan Z 16 GB,,,,16,DDR4,3200,"1,16",16,Red,
Kingston,Kingston FURY Beast RGB 16 GB,180.35,24347.25,,16,DDR5,6000,"2,8",40,Black,11.272
Gigabyte,Gigabyte AORUS RGB 32 GB,,,,32,DDR5,4800,"2,16",40,Gray,
ADATA,ADATA XPG SPECTRIX D50 32 GB,202.34,27315.9,,32,DDR4,3200,"2,16",16,Black,6.323
G.Skill,G.Skill Trident Z RGB 128 GB,,,,128,DDR4,3200,"4,32",14,,
GOODRAM,GOODRAM IRDM 64 GB,,,,64,DDR5,6400,"2,32",32,Black,
Kingston,Kingston Fury Renegade RGB 32 GB,232.82,31430.7,,32,DDR5,8000,"2,16",38,Silver / White,7.276
TEAMGROUP,TEAMGROUP Elite Plus 8 GB,,,,8,DDR4,2400,"1,8",16,Black / Gold,
Kingston,Kingston HyperX Fury 16 GB,,,,16,DDR4,2400,"4,4",15,Black / Silver,
G.Skill,G.Skill Trident Z RGB 16 GB,,,,16,DDR4,2400,"2,8",15,Black,
ADATA,ADATA XPG SPECTRIX D41 16 GB,,,,16,DDR4,3000,"2,8",16,Black,
ADATA,ADATA XPG GAMMIX D10 16 GB,,,,16,DDR4,3200,"2,8",16,Black / White,
Gigabyte,Gigabyte GP-GR26C16S8K2HU416 16 GB,,,,16,DDR4,2666,"2,8",16,Black / White,
GeIL,GeIL EVO X II AMD 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
G.Skill,G.Skill Ripjaws V 256 GB,,,,256,DDR4,2666,"8,32",18,Black,
Crucial Ballistix,Crucial Ballistix 16 GB,,,,16,DDR4,3600,"2,8",16,Red,
Crucial Ballistix,Crucial Ballistix 32 GB,,,,32,DDR4,3600,"2,16",16,Black,
V-Color,V-Color SKYWALKER PLUS 32 GB,,,,32,DDR4,3200,"2,16",16,Silver / Black,
G.Skill,G.Skill Trident Z Neo (For AMD Ryzen) 16 GB,,,,16,DDR4,2666,"2,8",18,Black / White,
GeIL,GeIL Orion RGB AMD Edition 32 GB,,,,32,DDR4,3200,"2,16",16,Gray,
GeIL,GeIL Orion AMD Edition 16 GB,,,,16,DDR4,3600,"2,8",18,Red,
TEAMGROUP,TEAMGROUP T-Force Vulcan Z 32 GB,,,,32,DDR4,3600,"2,16",14,Gray,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 8 GB,,,,8,DDR4,3600,"1,8",18,White,
Kingston,Kingston ValueRAM 16 GB,41.6,5616.0,,16,DDR4,2666,"1,16",19,Green,2.6
PNY,PNY XLR8 Gaming MAKO 32 GB,,,,32,DDR5,5600,"2,16",36,Black / Silver,
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,3200,"2,16",16,Red,
ADATA,ADATA XPG LANCER RGB 32 GB,,,,32,DDR5,7200,"2,16",34,Black,
Crucial,Crucial Classic 16 GB,,,,16,DDR5,5200,"2,8",42,Black,
ADATA,ADATA XPG Lancer Blade RGB 16 GB,,,,16,DDR5,6400,"1,16",32,Black,
Corsair,Corsair Dominator Titanium First Edition 64 GB,,,,64,DDR5,6000,"2,32",30,Gray,
OLOy,OLOy ND4U1632161DB1DA 32 GB,,,,32,DDR4,3200,"2,16",16,Black / Gold,
Acer,Acer Predator Vesta II RGB 64 GB,,,,64,DDR5,6000,"2,32",30,Silver,
Kingston,Kingston FURY Beast RGB 32 GB,134.99,18223.65,,32,DDR5,6000,"1,32",30,Black,4.218
Klevv,Klevv CRAS V RGB 64 GB,,,,64,DDR5,6400,"2,32",32,White,
Kingston,Kingston Fury Renegade RGB 48 GB,182.32,24613.2,,48,DDR5,6000,"1,48",32,Silver / Black,3.798
Crucial,Crucial CT2K8G4SFS832A 16 GB,54.99,7423.65,,16,DDR4,3200,"2,8",22,Green / Black,3.437
Patriot,Patriot Viper Elite II 32 GB,,,,32,DDR4,2666,"2,16",16,Red / Black,
Crucial,Crucial CT32G52C42U5 32 GB,85.45,11535.75,,32,DDR5,5200,"1,32",42,Black,2.67
Corsair,Corsair Vengeance 32 GB,120.5,16267.5,,32,DDR5,6000,"2,16",36,White / Gray,3.766
G.Skill,G.Skill Ripjaws Z 32 GB,137.07,18504.45,,32,DDR3,2400,"4,8",11,,4.283
G.Skill,G.Skill Ripjaws V 32 GB,75.81,10234.35,,32,DDR4,2666,"4,8",19,Red / Black,2.369
TEAMGROUP,TEAMGROUP T-Force Xtreem ARGB 32 GB,128.38,17331.3,,32,DDR4,3200,"2,16",16,White,4.012
Corsair,Corsair CMV16GX3M2A1333C9 16 GB,49.79,6721.65,,16,DDR3,1333,"2,8",9,Green,3.112
G.Skill,G.Skill Trident Z Neo 64 GB,173.58,23433.3,,64,DDR4,3200,"4,16",16,Silver / Black,2.712
Corsair,Corsair Vengeance LPX 8 GB,47.62,6428.7,,8,DDR4,2400,"1,8",16,Red,5.952
Corsair,Corsair ValueSelect 16 GB,69.98,9447.3,,16,DDR4,2666,"1,16",18,Black,4.374
G.Skill,G.Skill Trident Z5 32 GB,92.99,12553.65,,32,DDR5,5600,"2,16",36,Silver / Black,2.906
Crucial,Crucial CT51264BD160B 4 GB,12.99,1753.65,,4,DDR3,1600,"1,4",11,Green,3.248
Patriot,Patriot Viper 4 32 GB,,,,32,DDR4,3200,"2,16",16,Red / Black,
Kingston,Kingston FURY Beast RGB 32 GB,,,,32,DDR4,3600,"2,16",18,Black,
Kingston,Kingston Fury Renegade RGB 32 GB,167.0,22545.0,,32,DDR5,6800,"2,16",36,Silver / Black,5.219
Kingston,Kingston FURY 64 GB,211.0,28485.0,,64,DDR5,5600,"2,32",40,White,3.297
Kingston,Kingston FURY Renegade Pro 128 GB,1129.0,152415.0,,128,DDR5,6800,"4,32",34,Black,8.82
ADATA,ADATA XPG SPECTRIX D35G RGB 32 GB,91.29,12324.15,,32,DDR4,3600,"1,32",18,Black,2.853
PNY,PNY Anarchy 16 GB,,,,16,DDR4,2400,"2,8",15,Black / Blue,
Kingston,Kingston HyperX Fury 8 GB,,,,8,DDR4,2666,"2,4",15,Black / White,
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,3000,"2,8",15,White,
Crucial Ballistix,Crucial Ballistix Elite 32 GB,,,,32,DDR4,3600,"4,8",16,Black,
GeIL,GeIL SUPER LUCE RGB SYNC 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
Kingston,Kingston HyperX Fury RGB 16 GB,,,,16,DDR4,2666,"2,8",16,Black,
Kingston,Kingston HyperX Fury RGB 16 GB,,,,16,DDR4,2400,"1,16",15,Black,
Crucial Ballistix,Crucial Ballistix 32 GB,,,,32,DDR4,3200,"2,16",16,Black,
GeIL,GeIL GeIL EVO POTENZA AMD 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPB432GB3200C16ADC 32 GB,,,,32,DDR4,3200,"2,16",16,Black,
Kingston,Kingston HyperX Fury RGB 32 GB,,,,32,DDR4,3733,"2,16",19,Black / Silver,
Corsair,Corsair Vengeance RGB Pro 16 GB,,,,16,DDR4,3200,"1,16",16,Black,
Kingston,Kingston Fury Renegade RGB 16 GB,99.99,13498.65,,16,DDR4,3200,"2,8",16,Black,6.249
G.Skill,G.Skill Ripjaws V 32 GB,,,,32,DDR4,3600,"2,16",14,Black,
G.Skill,G.Skill TridentZ RGB 256 GB,,,,256,DDR4,3200,"8,32",14,Black,
Kingston,Kingston FURY Beast RGB 32 GB,,,,32,DDR4,3200,"2,16",16,Black,
Kingston,Kingston Fury Renegade RGB 16 GB,120.0,16200.0,,16,DDR4,3600,"2,8",16,Black,7.5
ADATA,ADATA XPG GAMMIX D45 32 GB,,,,32,DDR4,3200,"2,16",16,Black,
G.Skill,G.Skill Trident Z RGB 8 GB,,,,8,DDR4,3000,"1,8",16,,
TEAMGROUP,TEAMGROUP T-Force Vulcan 16 GB,85.58,11553.3,,16,DDR5,5200,"1,16",40,Black,5.349
Kingston,Kingston FURY Beast RGB 32 GB,129.99,17548.65,,32,DDR5,6000,"1,32",36,Black,4.062
Crucial,Crucial Pro Overclocking 48 GB,,,,48,DDR5,6000,"2,24",36,Black,
G.Skill,G.Skill Ripjaws S5 48 GB,,,,48,DDR5,6400,"2,24",40,Black,
Acer,Acer Predator Vesta II RGB 32 GB,,,,32,DDR5,6000,"2,16",32,Black,
Lexar,Lexar Ares RGB 32 GB,,,,32,DDR5,6800,"2,16",34,,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 32 GB,,,,32,DDR5,6400,"2,16",30,White,
TEAMGROUP,TEAMGROUP Elite 16 GB,44.99,6073.65,,16,DDR4,3200,"1,16",22,Black,2.812
TEAMGROUP,TEAMGROUP Elite 64 GB,,,,64,DDR4,3200,"2,32",22,Black,
Silicon Power,Silicon Power SP064GBSVU560F22 64 GB,145.99,19708.65,,64,DDR5,5600,"2,32",46,Black,2.281
G.Skill,G.Skill Trident Z 32 GB,114.99,15523.65,,32,DDR5,6400,"2,16",32,White / Black,3.593
TEAMGROUP,TEAMGROUP Elite Plus 32 GB,114.23,15421.05,,32,DDR5,4800,"2,16",40,Black,3.57
Corsair,Corsair Vengeance RGB Pro SL 128 GB,368.04,49685.4,,128,DDR4,3200,"4,32",16,Black,2.875
Corsair,Corsair Vengeance RGB RT 64 GB,204.99,27673.65,,64,DDR4,3200,"4,16",16,Black,3.203
G.Skill,G.Skill Trident Z5 64 GB,199.99,26998.65,,64,DDR5,6000,"2,32",32,Silver / Black,3.125
Thermaltake,Thermaltake TOUGHRAM XG RGB 16 GB,219.99,29698.65,,16,DDR4,4600,"2,8",19,White / Silver,13.749
G.Skill,G.Skill Trident Z5 RGB 32 GB,114.99,15523.65,,32,DDR5,6000,"2,16",32,White / Black,3.593
Corsair,Corsair Vengeance RGB Pro 16 GB,58.99,7963.65,,16,DDR4,2933,"2,8",16,Black,3.687
G.Skill,G.Skill Ripjaws S5 64 GB,256.41,34615.35,,64,DDR5,5200,"2,32",36,Black,4.006
G.Skill,G.Skill Ripjaws S5 64 GB,,,,64,DDR5,5600,"2,32",30,White,
TEAMGROUP,TEAMGROUP T-Force Dark 16 GB,159.0,21465.0,,16,DDR4,2400,"2,8",14,Red / Black,9.938
Kingston,Kingston FURY Beast 128 GB,429.99,58048.65,,128,DDR4,3600,"4,32",18,Black,3.359
Kingston,Kingston FURY Beast RGB 16 GB,85.21,11503.35,,16,DDR5,6400,"1,16",32,White,5.326
Patriot,Patriot Viper Elite II 64 GB,163.99,22138.65,,64,DDR4,3200,"2,32",18,Red / Black,2.562
Corsair,Corsair Dominator Platinum 8 GB,270.86,36566.1,,8,DDR3,2800,"2,4",12,Black / Silver,33.858
G.Skill,G.Skill Trident Z Royal 128 GB,369.99,49948.65,,128,DDR4,3600,"4,32",18,Silver,2.891
Corsair,Corsair Dominator Platinum RGB 32 GB,172.99,23353.65,,32,DDR5,6400,"2,16",38,Black,5.406
G.Skill,G.Skill Trident Z RGB 64 GB,232.57,31396.95,,64,DDR4,2400,"8,8",15,,3.634
G.Skill,G.Skill Ripjaws M5 RGB 32 GB,,,,32,DDR5,6000,"2,16",36,Black,
Corsair,Corsair XMS3 4 GB,35.79,4831.65,,4,DDR3,1333,"1,4",9,Black / White,8.947
Corsair,Corsair Vengeance 8 GB,50.99,6883.65,,8,DDR3,1600,"2,4",9,Black / Yellow,6.374
Corsair,Corsair Vengeance RGB Pro SL 32 GB,167.99,22678.65,,32,DDR4,3200,"4,8",16,White / Black,5.25
Klevv,Klevv CRAS XR5 RGB 32 GB,,,,32,DDR5,6000,"2,16",32,White / Black,
Kingston,Kingston FURY Renegade Pro 128 GB,724.99,97873.65,,128,DDR5,4800,"4,32",36,Black,5.664
Corsair,Corsair Vengeance 16 GB,129.4,17469.0,,16,DDR3,1600,"4,4",9,Black / Blue,8.088
G.Skill,G.Skill Ripjaws 4 16 GB,,,,16,DDR4,3000,"2,8",15,Blue,
Kingston,Kingston HyperX Fury 16 GB,,,,16,DDR4,2666,"2,8",15,Black / White,
G.Skill,G.Skill Aegis 8 GB,,,,8,DDR4,2133,"2,4",15,Black / Red,
GeIL,GeIL Dragon RAM 32 GB,,,,32,DDR4,2800,"2,16",16,White / Gold,
Kingston,Kingston FURY 32 GB,,,,32,DDR4,2133,"2,16",14,Black / Silver,
Kingston,Kingston FURY 32 GB,,,,32,DDR4,2400,"2,16",15,Black / Silver,
Corsair,Corsair Vengeance LPX 32 GB,,,,32,DDR4,3000,"2,16",15,White,
Corsair,Corsair Vengeance LED 16 GB,,,,16,DDR4,3200,"2,8",16,Black / White,
G.Skill,G.Skill TridentZ RGB 128 GB,,,,128,DDR4,3200,"8,16",14,Black,
Crucial Ballistix,Crucial Ballistix Sport LT 16 GB,,,,16,DDR4,2400,"2,8",16,Gray,
G.Skill,G.Skill Ripjaws V 8 GB,,,,8,DDR4,3600,"1,8",19,Red / Black,
Kingston,Kingston HyperX Fury 8 GB,,,,8,DDR4,2666,"1,8",16,Black / Silver,
ADATA,ADATA XPG SPECTRIX D41 16 GB,,,,16,DDR4,3200,"2,8",16,Red,
Patriot,Patriot Viper Elite 16 GB,,,,16,DDR4,2666,"2,8",16,Silver / Black,
Corsair,Corsair Vengeance LPX 16 GB,125.0,16875.0,,16,DDR4,3200,"2,8",16,Black,7.812
Crucial Ballistix,Crucial Ballistix MAX RGB 16 GB,,,,16,DDR4,4000,"2,8",18,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,,,,16,DDR4,3600,"2,8",19,Black / Gold,
TEAMGROUP,TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF2D416G3600HC18JDC01 16 GB,,,,16,DDR4,3600,"2,8",18,White,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 64 GB,,,,64,DDR4,3200,"2,32",16,White,
G.Skill,G.Skill Trident Z Royal 64 GB,,,,64,DDR4,4600,"2,32",20,Silver,
TEAMGROUP,TEAMGROUP T-Force Zeus 32 GB,,,,32,DDR4,3200,"2,16",16,Red / Silver,
Kingston,Kingston ValueRAM 16 GB,,,,16,DDR4,2666,"2,8",19,Green,
PNY,PNY XLR8 Gaming MAKO 16 GB,,,,16,DDR5,6000,"1,16",36,Black / Silver,
V-Color,V-Color SKYWALKER PLUS 32 GB,,,,32,DDR4,3600,"2,16",18,Black,
Mushkin,Mushkin Redline 32 GB,,,,32,DDR4,3200,"2,16",14,Black,
Patriot,Patriot Viper Venom RGB 32 GB,,,,32,DDR4,3600,"2,16",18,Black,
ADATA,ADATA XPG LANCER RGB 32 GB,,,,32,DDR5,7200,"2,16",34,White,
V-Color,V-Color TRA532G72D834O 256 GB,2979.99,402298.65,,256,DDR5,7200,"8,32",34,Black,11.641
Silicon Power,Silicon Power SP032GBSFU320X22 32 GB,,,,32,DDR4,3200,"2,16",22,,
Mushkin,Mushkin Redline 64 GB,197.71,26690.85,,64,DDR4,3200,"2,32",16,,3.089
TEAMGROUP,TEAMGROUP Elite 8 GB,28.99,3913.65,,8,DDR4,3200,"1,8",22,Black,3.624
