brand,name,price_usd,price_bdt,image_url,capacity_gb,ddr_generation,speed_mhz,modules,cas_latency,color,price_per_gb
ADATA,ADATA XPG Z1 16 GB,,,,16,DDR4,3200,"2,8",18,Silver,
TEAMGROUP,TEAMGROUP T-Force Xtreem ARGB 128 GB,,,,128,DDR4,3200,"8,16",16,Black,
TEAMGROUP,TEAMGROUP T-Force Xtreem ARGB 256 GB,,,,256,DDR4,3200,"8,32",16,Black,
Lexar,Lexar Hades RGB 8 GB,,,,8,DDR4,3200,"1,8",18,Black,
Lexar,Lexar Hades RGB 16 GB,,,,16,DDR4,3200,"1,16",18,Black,
Lexar,Lexar Hades RGB 8 GB,,,,8,DDR4,3200,"1,8",18,Black,
Lexar,Lexar Hades OC 32 GB,,,,32,DDR4,3600,"2,16",18,Gray / Black,
Lexar,Lexar Ares RGB 16 GB,,,,16,DDR4,4000,"2,8",18,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan 32 GB,,,,32,DDR5,4800,"2,16",36,Red,
V-Color,V-Color Prism Pro 32 GB,,,,32,DDR4,3600,"2,16",18,White,
TEAMGROUP,TEAMGROUP T-Force Dark Za 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
TEAMGROUP,TEAMGROUP T-Force Dark Z 16 GB,,,,16,DDR4,3200,"2,8",16,Gray,
TEAMGROUP,TEAMGROUP Elite 16 GB,,,,16,DDR4,2400,"1,16",16,Black,
TEAMGROUP,TEAMGROUP Elite 64 GB,,,,64,DDR4,2400,"2,32",16,Black,
TEAMGROUP,TEAMGROUP Elite 8 GB,,,,8,DDR4,2666,"1,8",19,Black,
TEAMGROUP,TEAMGROUP T-Force Xtreem ARGB 16 GB,,,,16,DDR4,5066,"2,8",20,White,
TEAMGROUP,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,,,8,DDR4,2400,"1,8",16,Black / Gold,
TEAMGROUP,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,,,16,DDR4,2666,"1,16",18,Black / Gold,
TEAMGROUP,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,,,16,DDR4,2933,"2,8",16,Black / Gold,
ADATA,ADATA XPG GAMMIX D45 16 GB,,,,16,DDR4,3600,"1,16",18,Black,
V-Color,V-Color XSky RGB 32 GB,174.99,23623.65,,32,DDR5,6200,"2,16",36,Black,5.468
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,3200,"2,8",16,,
Mushkin,Mushkin Redline Lumina 16 GB,,,,16,DDR4,4000,"2,8",18,Black,
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,2666,"2,8",16,Red,
Mushkin,Mushkin Redline 32 GB,,,,32,DDR4,3600,"2,16",16,White,
Mushkin,Mushkin Redline 16 GB,,,,16,DDR4,3200,"2,8",14,White,
Mushkin,Mushkin Silverline 8 GB,95.17,12847.95,,8,DDR4,2133,"1,8",15,Silver,11.896
Mushkin,Mushkin Proline 16 GB,60.79,8206.65,,16,DDR4,2666,"1,16",19,,3.799
G.Skill,G.Skill Trident Z 32 GB,,,,32,DDR5,5600,"2,16",36,Black,
G.Skill,G.Skill Ripjaws V 16 GB,,,,16,DDR4,4266,"2,8",16,Red,
G.Skill,G.Skill Ripjaws V 8 GB,,,,8,DDR4,2400,"1,8",17,Red,
G.Skill,G.Skill Trident Z Royal 128 GB,,,,128,DDR4,3600,"8,16",14,Gold,
G.Skill,G.Skill Trident Z Royal 32 GB,,,,32,DDR4,3600,"2,16",14,Silver,
G.Skill,G.Skill Trident Z Royal Elite 64 GB,,,,64,DDR4,3600,"4,16",14,Gold,
G.Skill,G.Skill Trident Z Royal Elite 128 GB,,,,128,DDR4,3600,"8,16",14,Silver,
G.Skill,G.Skill Trident Z RGB 64 GB,,,,64,DDR4,3200,"4,16",15,,
G.Skill,G.Skill F4-3200C16Q2-128GTZKW 128 GB,,,,128,DDR4,3200,"8,16",16,Black / White,
G.Skill,G.Skill F4-3600C17Q-64GTZSW 64 GB,,,,64,DDR4,3600,"4,16",17,Gray / White,
G.Skill,G.Skill F4-4000C18Q-32GTZ 32 GB,,,,32,DDR4,4000,"4,8",18,Gray / Red,
G.Skill,G.Skill F4-4133C19Q-32GTZKKF 32 GB,,,,32,DDR4,4133,"4,8",19,Black,
G.Skill,G.Skill F4-4200C19Q2-64GTZKK 64 GB,,,,64,DDR4,4200,"8,8",19,Black,
G.Skill,G.Skill Trident Z Neo 16 GB,,,,16,DDR4,2666,"2,8",18,Black / White,
G.Skill,G.Skill Ripjaws S5 32 GB,,,,32,DDR5,5200,"2,16",40,White,
G.Skill,G.Skill Ripjaws S5 32 GB,,,,32,DDR5,5200,"2,16",40,Black,
G.Skill,G.Skill Aegis 8 GB,,,,8,DDR4,2400,"1,8",17,Black,
Kingston,Kingston FURY Renegade 16 GB,,,,16,DDR5,6000,"1,16",32,Silver / Black,
Acer,Acer Predator Vesta RGB 32 GB,,,,32,DDR4,3200,"2,16",14,Silver,
Corsair,Corsair Dominator Platinum RGB 16 GB,,,,16,DDR4,3200,"2,8",18,White,
Patriot,Patriot Viper Elite 4 GB,,,,4,DDR4,2666,"1,4",16,Black / Silver,
Patriot,Patriot Viper Venom RGB 16 GB,,,,16,DDR4,3600,"1,16",18,Black,
Silicon Power,Silicon Power XPOWER Zenith Gaming 32 GB,,,,32,DDR4,3600,"2,16",18,Black,
Silicon Power,Silicon Power XPOWER Zenith Gaming 32 GB,,,,32,DDR5,5600,"2,16",40,White,
Silicon Power,Silicon Power XPOWER AirCool 8 GB,,,,8,DDR4,3200,"1,8",16,,
Silicon Power,Silicon Power XPOWER Turbine 32 GB,,,,32,DDR4,2666,"2,16",16,Blue / Black,
Silicon Power,Silicon Power SP004GBLFU240N02 4 GB,20.62,2783.7,,4,DDR4,2400,"1,4",17,,5.155
Silicon Power,Silicon Power SP008GBLFU213B02 8 GB,32.11,4334.85,,8,DDR4,2133,"1,8",15,,4.014
Silicon Power,Silicon Power SP064GBLFU320F22 64 GB,,,,64,DDR4,3200,"2,32",22,,
Silicon Power,Silicon Power SP016GBSVU480F02 16 GB,,,,16,DDR5,4800,"1,16",40,,
Silicon Power,Silicon Power SP001GBRDE333O01 1 GB,,,,1,,,"1,1",2.5,,
TEAMGROUP,TEAMGROUP T-Force Vulcan 16 GB,,,,16,DDR5,5600,"1,16",36,Black,
G.Skill,G.Skill Trident Z5 64 GB,,,,64,DDR5,6000,"2,32",32,Black,
TEAMGROUP,TEAMGROUP Night Hawk RGB Gen 2 32 GB,,,,32,DDR4,3200,"2,16",16,White,
TEAMGROUP,TEAMGROUP Night Hawk RGB Gen 2 64 GB,,,,64,DDR4,3200,"2,32",16,White,
TEAMGROUP,TEAMGROUP Night Hawk RGB Gen 2 32 GB,,,,32,DDR4,3600,"2,16",18,Black,
Corsair,Corsair Dominator Platinum RGB 64 GB,,,,64,DDR5,5200,"2,32",40,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 32 GB,,,,32,DDR5,7000,"2,16",34,Black / Silver,
ADATA,ADATA XPG Z1 16 GB,,,,16,DDR4,3200,"2,8",16,Black,
ADATA,ADATA XPG SPECTRIX D50 32 GB,,,,32,DDR4,3200,"2,16",16,White,
V-Color,V-Color Manta XPrism RGB 32 GB,,,,32,DDR5,7200,"2,16",36,Silver,
Neo,Neo Forza FAYE 32 GB,,,,32,DDR4,3600,"2,16",18,Black / Silver,
TEAMGROUP,TEAMGROUP Elite Plus 16 GB,,,,16,DDR5,5200,"2,8",42,Black,
OLOy,OLOy Blade RGB 16 GB,,,,16,DDR5,5600,"2,8",40,Black,
OLOy,OLOy Blade RGB 16 GB,,,,16,DDR5,5600,"2,8",32,Platinum,
TEAMGROUP,TEAMGROUP T-Force Zeus 8 GB,,,,8,DDR4,3200,"1,8",16,Red / Black,
Silicon Power,Silicon Power XPOWER Zenith RGB Gaming 32 GB,,,,32,DDR5,6000,"2,16",40,Black,
Kingston,Kingston FURY Beast 32 GB,,,,32,DDR5,6000,"1,32",40,Black / Silver,
PROXMEM,PROXMEM KERBEROS 32 GB,,,,32,DDR5,6000,"2,16",36,Black / Silver,
Patriot,Patriot Signature Line 8 GB,24.99,3373.65,,8,DDR5,4800,"1,8",46,Black,3.124
Timetec,Timetec PINNACLE Konduit RGB 64 GB,,,,64,DDR4,3200,"2,32",16,Black,
Timetec,Timetec PINNACLE Konduit RGB 32 GB,,,,32,DDR4,3600,"1,32",18,Black,
PROXMEM,PROXMEM KERBEROS TUF 32 GB,,,,32,DDR5,6800,"2,16",34,Black / Silver,
PROXMEM,PROXMEM KERBEROS TUF 32 GB,,,,32,DDR5,6400,"2,16",32,Black / Silver,
PROXMEM,PROXMEM UNDERWORLD TUF 32 GB,,,,32,DDR5,5600,"2,16",28,Black / Gray,
Kingston,Kingston FURY Renegade 16 GB,99.13,13382.55,,16,DDR5,6000,"1,16",32,White / Silver,6.196
GeIL,GeIL Polaris 32 GB,,,,32,DDR5,5600,"2,16",46,Black,
GeIL,GeIL Polaris RGB SYNC 32 GB,,,,32,DDR5,7200,"2,16",36,Black,
GeIL,GeIL Polaris RGB SYNC 32 GB,,,,32,DDR5,8000,"2,16",38,Red,
TEAMGROUP,TEAMGROUP T-Force Vulcanα 32 GB,,,,32,DDR5,6000,"2,16",38,Red,
TEAMGROUP,TEAMGROUP T-Force Vulcanα 16 GB,,,,16,DDR5,5200,"2,8",38,Black,
OLOy,OLOy Blade RGB 64 GB,,,,64,DDR5,5600,"2,32",36,White,
Crucial,Crucial CT2K4G4DFS6266 8 GB,,,,8,DDR4,2666,"2,4",19,Green,
Mushkin,Mushkin Enhanced Redline Stiletto 16 GB,,,,16,DDR4,3600,"2,8",16,Black,
Mushkin,Mushkin Enhanced Redline Stiletto 16 GB,,,,16,DDR4,3600,"2,8",14,Black,
Kingston,Kingston FURY Beast RGB 32 GB,,,,32,DDR4,3600,"2,16",18,Black / Silver,
Kingston,Kingston FURY Beast 64 GB,,,,64,DDR4,3600,"2,32",18,Black / Silver,
OLOy,OLOy Blade RGB 16 GB,,,,16,DDR4,4000,"2,8",18,Black / Silver,
OLOy,OLOy Blade RGB 64 GB,,,,64,DDR4,3600,"2,32",18,Black / Silver,
Silicon Power,Silicon Power XPOWER Zenith Gaming 32 GB,,,,32,DDR5,6000,"2,16",40,White,
OLOy,OLOy WarHawk RGB 16 GB,,,,16,DDR4,4000,"2,8",18,White / Silver,
GeIL,GeIL ORION V RGB 16 GB,,,,16,DDR5,5200,"1,16",34,Black,
GeIL,GeIL ORION V RGB 32 GB,,,,32,DDR5,6400,"2,16",38,Black,
GeIL,GeIL ORION V RGB 16 GB,,,,16,DDR5,8000,"1,16",38,Red,
GeIL,GeIL ORION V 16 GB,,,,16,DDR5,8000,"1,16",38,Black,
GeIL,GeIL ORION V 16 GB,,,,16,DDR5,8000,"1,16",38,Red,
TEAMGROUP,TEAMGROUP Elite Plus 32 GB,,,,32,DDR4,2666,"1,32",19,Black / Gold,
TEAMGROUP,TEAMGROUP Elite Plus 8 GB,,,,8,DDR4,2666,"1,8",19,Black / Gold,
TEAMGROUP,TEAMGROUP Elite Plus 16 GB,,,,16,DDR4,2666,"2,8",19,Black / Gold,
TEAMGROUP,TEAMGROUP Elite Plus 16 GB,,,,16,DDR4,2666,"2,8",19,Black / Gold,
TEAMGROUP,TEAMGROUP Elite Plus 4 GB,,,,4,DDR4,2400,"1,4",16,Red / Black,
TEAMGROUP,TEAMGROUP TPRD48G3200HC22016 8 GB,,,,8,DDR4,3200,"1,8",22,Red / Black,
TEAMGROUP,TEAMGROUP Elite Plus 16 GB,,,,16,DDR4,2133,"2,8",15,Red / Black,
TEAMGROUP,TEAMGROUP Elite 8 GB,,,,8,DDR5,5600,"1,8",46,Black,
TEAMGROUP,TEAMGROUP Elite 32 GB,,,,32,DDR5,6400,"2,16",52,Black,
Klevv,Klevv CRAS XR5 RGB 32 GB,,,,32,DDR5,8000,"2,16",38,White / Black,
Klevv,Klevv CRAS XR5 RGB 32 GB,,,,32,DDR5,6000,"2,16",40,White / Black,
GeIL,GeIL EVO V RGB 8 GB,,,,8,DDR5,4800,"1,8",40,White,
GeIL,GeIL EVO V RGB 16 GB,,,,16,DDR5,7600,"1,16",36,Black,
GeIL,GeIL EVO V RGB 24 GB,,,,24,DDR5,8000,"1,24",40,Black,
GeIL,GeIL EVO V RGB 24 GB,,,,24,DDR5,8200,"1,24",40,Black,
Mushkin,Mushkin Enhanced Redline 96 GB,,,,96,DDR5,5600,"2,48",46,Black,
GOODRAM,GOODRAM IRDM PRO 8 GB,,,,8,DDR4,3600,"1,8",17,White,
GOODRAM,GOODRAM IRDM PRO 16 GB,,,,16,DDR4,3600,"1,16",17,White,
GOODRAM,GOODRAM IRDM PRO 8 GB,,,,8,DDR4,3600,"1,8",17,Black / Gold,
GOODRAM,GOODRAM IRDM PRO 32 GB,,,,32,DDR4,3600,"2,16",17,Black / Gold,
ADATA,ADATA XPG LANCER RGB 16 GB,,,,16,DDR5,6400,"1,16",32,Black,
ADATA,ADATA XPG LANCER RGB 16 GB,,,,16,DDR5,7200,"1,16",34,Black,
ADATA,ADATA XPG Lancer Blade RGB 16 GB,,,,16,DDR5,6400,"1,16",32,White,
TEAMGROUP,TEAMGROUP T-Force Vulcan 32 GB,,,,32,DDR5,4800,"2,16",38,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan 16 GB,,,,16,DDR5,6000,"1,16",38,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan 16 GB,,,,16,DDR5,6000,"1,16",30,Red,
TEAMGROUP,TEAMGROUP T-Force Vulcan 32 GB,,,,32,DDR5,6000,"1,32",38,Red,
TEAMGROUP,TEAMGROUP T-Force Vulcan 32 GB,,,,32,DDR5,4800,"2,16",38,Red,
VisionTek,VisionTek 901350 16 GB,,,,16,DDR4,3200,"1,16",22,Black,
Kingston,Kingston KTD-PE426E/8G 8 GB,48.99,6613.65,,8,DDR4,2666,"1,8",19,Green,6.124
OLOy,OLOy OWL RGB 64 GB,,,,64,DDR4,3200,"2,32",16,White,
Silicon Power,Silicon Power SP032GBLVU520F02 32 GB,,,,32,DDR5,5200,"1,32",42,Black,
Silicon Power,Silicon Power SP048GBLVU520P02 48 GB,,,,48,DDR5,5200,"1,48",42,Black,
Silicon Power,Silicon Power XPOWER Zenith Gaming 32 GB,,,,32,DDR5,6000,"1,32",30,Black,
Mushkin,Mushkin Redline Lumina White 32 GB,,,,32,DDR5,6400,"2,16",30,White,
Mushkin,Mushkin Redline Lumina 32 GB,,,,32,DDR5,6000,"2,16",30,Black,
Mushkin,Mushkin Redline Pro 16 GB,,,,16,DDR5,4800,"1,16",40,Black / White,
Mushkin,Mushkin Redline Pro 64 GB,,,,64,DDR5,5600,"2,32",46,Black / White,
Mushkin,Mushkin Redline 96 GB,,,,96,DDR5,4800,"2,48",40,Black,
Mushkin,Mushkin Redline ST 16 GB,,,,16,DDR5,5600,"1,16",28,Black,
Crucial,Crucial CT2K8G52C42S5 16 GB,,,,16,DDR5,5200,"2,8",42,Black,
Crucial,Crucial CT2K16G52C42S5 32 GB,,,,32,DDR5,5200,"2,16",42,Black,
Acer,Acer Predator Pallas II 32 GB,,,,32,DDR5,7200,"2,16",34,Black,
Acer,Acer Predator Pallas II 32 GB,,,,32,DDR5,7200,"2,16",34,Silver,
Acer,Acer Predator Hermes RGB 48 GB,,,,48,DDR5,7200,"2,24",36,White,
Acer,Acer Predator Hermes RGB 32 GB,,,,32,DDR5,7200,"2,16",34,White,
Acer,Acer Predator Hermes RGB 32 GB,,,,32,DDR5,7600,"2,16",36,Black,
TEAMGROUP,TEAMGROUP T-Create Master 128 GB,999.99,134998.65,,128,DDR5,6400,"8,16",32,Black,7.812
V-Color,V-Color TRA516G72S834Q 64 GB,795.99,107458.65,,64,DDR5,7200,"4,16",34,White,12.437
V-Color,V-Color TRA532G56S436Q 128 GB,795.99,107458.65,,128,DDR5,5600,"4,32",36,White,6.219
V-Color,V-Color TRA532G64D832Q 128 GB,1055.99,142558.65,,128,DDR5,6400,"4,32",32,White,8.25
V-Color,V-Color TRA548G56D846Q 192 GB,1299.99,175498.65,,192,DDR5,5600,"4,48",46,White,6.771
Kingston,Kingston FURY Renegade Pro 16 GB,215.0,29025.0,,16,DDR5,6400,"1,16",32,Black,13.438
Kingston,Kingston FURY Renegade Pro 64 GB,569.0,76815.0,,64,DDR5,6400,"4,16",32,Black,8.891
Kingston,Kingston FURY Renegade Pro 64 GB,699.0,94365.0,,64,DDR5,6800,"4,16",48,Black,10.922
Kingston,Kingston FURY Renegade Pro 128 GB,939.0,126765.0,,128,DDR5,6000,"8,16",32,Black,7.336
PNY,PNY XLR8 Gaming MAKO 32 GB,,,,32,DDR5,5200,"2,16",38,Black,
PNY,PNY XLR8 Gaming MAKO 16 GB,,,,16,DDR5,5600,"1,16",38,Black,
G.Skill,G.Skill Ripjaws M5 RGB 64 GB,,,,64,DDR5,5600,"2,32",46,Black,
G.Skill,G.Skill Ripjaws S5 64 GB,,,,64,DDR5,5600,"2,32",46,White,
G.Skill,G.Skill Ripjaws S5 32 GB,,,,32,DDR5,5600,"2,16",46,White,
Silicon Power,Silicon Power XPOWER Pulse Gaming 32 GB,,,,32,DDR5,7200,"1,32",34,Black / White,
Silicon Power,Silicon Power XPOWER Storm RGB 32 GB,,,,32,DDR5,8000,"2,16",38,Black,
Silicon Power,Silicon Power XPOWER Storm RGB 16 GB,,,,16,DDR5,6400,"1,16",32,White,
TEAMGROUP,TEAMGROUP T-Create Expert 64 GB,,,,64,DDR5,5600,"2,32",38,Black / Gold,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 64 GB,,,,64,DDR5,6000,"2,32",38,Black,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 64 GB,,,,64,DDR5,5600,"2,32",40,Black,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 32 GB,,,,32,DDR5,6000,"2,16",38,Black,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 16 GB,,,,16,DDR5,6000,"1,16",38,Black,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 16 GB,,,,16,DDR5,5600,"1,16",38,Black,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 16 GB,,,,16,DDR5,5200,"1,16",40,Black,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 64 GB,,,,64,DDR5,5600,"2,32",38,White,
TEAMGROUP,TEAMGROUP T-Force DELTAα RGB 32 GB,,,,32,DDR5,5600,"1,32",40,White,
TEAMGROUP,TEAMGROUP Xtreem 32 GB,,,,32,DDR5,6000,"2,16",38,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 32 GB,,,,32,DDR5,5200,"1,32",40,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 16 GB,,,,16,DDR5,6000,"1,16",38,Black,
TEAMGROUP,TEAMGROUP T-Force Delta RGB 8 GB,,,,8,DDR5,6000,"1,8",38,White,
TEAMGROUP,TEAMGROUP T-Force Vulcan 16 GB,,,,16,DDR5,6400,"2,8",40,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcan 16 GB,,,,16,DDR5,6400,"2,8",40,Red,
TEAMGROUP,TEAMGROUP T-Force Vulcanα 8 GB,,,,8,DDR5,5200,"1,8",40,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcanα 16 GB,,,,16,DDR5,5200,"1,16",40,Red,
TEAMGROUP,TEAMGROUP T-Force Vulcanα 16 GB,,,,16,DDR5,6400,"2,8",40,Black,
TEAMGROUP,TEAMGROUP T-Force Vulcanα 32 GB,,,,32,DDR5,6000,"2,16",30,Red,
TEAMGROUP,TEAMGROUP T-Create Expert 48 GB,,,,48,DDR5,7600,"2,24",36,White,
TEAMGROUP,TEAMGROUP Xtreem ARGB 64 GB,,,,64,DDR5,6000,"2,32",38,White,
Klevv,Klevv CRAS V RGB 48 GB,,,,48,DDR5,8200,"2,24",38,Black,
Klevv,Klevv CRAS V RGB 48 GB,,,,48,DDR5,8400,"2,24",40,White,
Acer,Acer Predator Hera RGB 32 GB,,,,32,DDR5,7200,"2,16",34,Black,
Acer,Acer Predator Hera RGB 32 GB,,,,32,DDR5,8200,"2,16",36,Silver / Black,
Acer,Acer Predator Hera RGB 48 GB,,,,48,DDR5,8200,"2,24",40,Silver,
Acer,Acer Predator Pallas II 32 GB,,,,32,DDR5,6400,"2,16",32,Black,
Acer,Acer Predator Pallas II 32 GB,,,,32,DDR5,6800,"2,16",32,Black,
Acer,Acer Predator Pallas II 32 GB,,,,32,DDR5,8000,"2,16",36,Black,
Lexar,Lexar Ares RGB 2nd Gen 32 GB,,,,32,DDR5,7600,"2,16",36,Silver,
Lexar,Lexar Ares RGB 2nd Gen 48 GB,,,,48,DDR5,6800,"2,24",34,Black,
Lexar,Lexar Ares RGB 2nd Gen 48 GB,,,,48,DDR5,6800,"2,24",34,Silver,
Lexar,Lexar Ares RGB 2nd Gen 32 GB,,,,32,DDR5,6000,"2,16",28,Silver,
Biwin,Biwin Black Opal DW100 RGB 32 GB,,,,32,DDR5,8200,"2,16",38,Black,
Biwin,Biwin Black Opal DW100 RGB 48 GB,,,,48,DDR5,6400,"2,24",32,Black,
Biwin,Biwin Black Opal DW100 RGB 48 GB,,,,48,DDR5,8200,"2,24",40,White,
Biwin,Biwin Black Opal DW100 RGB 48 GB,,,,48,DDR5,8400,"2,24",40,White,
ADATA,ADATA XPG Lancer Blade 32 GB,,,,32,DDR5,6000,"1,32",34,Black,
ADATA,ADATA XPG Lancer Blade 64 GB,,,,64,DDR5,6400,"2,32",32,Black,
ADATA,ADATA XPG Lancer Blade 64 GB,,,,64,DDR5,6000,"2,32",34,White,
Thermaltake,Thermaltake TOUGHRAM RGB D5 32 GB,,,,32,DDR5,5600,"2,16",36,Gold,
Thermaltake,Thermaltake TOUGHRAM RGB D5 32 GB,,,,32,DDR5,5600,"2,16",36,Green / Silver,
Corsair,Corsair Vengeance Performance 16 GB,66.98,9042.3,,16,DDR4,2666,"2,8",18,Black / Yellow,4.186
Crucial,Crucial CT16G4RFD4266 16 GB,34.99,4723.65,,16,DDR4,2666,"1,16",19,Green / Black,2.187
Corsair,Corsair Vengeance LPX 16 GB,,,,16,DDR4,4000,"2,8",16,Black,
Mushkin,Mushkin MES4S266KF32GX2 64 GB,176.28,23797.8,,64,DDR4,2666,"2,32",19,,2.754
G.Skill,G.Skill Ripjaws 8 GB,18.98,2562.3,,8,DDR3,1600,"1,8",9,,2.373
Silicon Power,Silicon Power SP032GBSFU320X02 32 GB,,,,32,DDR4,3200,"1,32",22,,
Crucial,Crucial CT16G4RFD4213 16 GB,32.97,4450.95,,16,DDR4,2133,"1,16",15,Black / Green,2.061
Kingston,Kingston ValueRAM 8 GB,32.99,4453.65,,8,DDR4,3200,"1,8",22,,4.124
Mushkin,Mushkin Redline 64 GB,237.91,32117.85,,64,DDR4,2933,"2,32",17,,3.717
Patriot,Patriot Signature 8 GB,18.98,2562.3,,8,DDR3,1600,"1,8",11,Black,2.373
Crucial,Crucial CT204864BF160B 16 GB,138.97,18760.95,,16,DDR3,1600,"1,16",11,Black / Green,8.686
G.Skill,G.Skill Ripjaws 16 GB,,,,16,DDR4,2666,"2,8",18,Black,
Kingston,Kingston KTH-PL426/32G 32 GB,74.83,10102.05,,32,DDR4,2666,"1,32",19,Green / Black,2.338
Silicon Power,Silicon Power SP008GBSFU240B02 8 GB,71.5,9652.5,,8,DDR4,2400,"1,8",17,,8.938
Silicon Power,Silicon Power SU064GBSVU480F22AB 64 GB,,,,64,DDR5,4800,"2,32",40,Black,
G.Skill,G.Skill Ripjaws M5 Neo RGB 64 GB,,,,64,DDR5,6000,"2,32",32,White,
Crucial,Crucial CT4G3S1339M 4 GB,18.95,2558.25,,4,DDR3,1333,"1,4",9,Black / Green,4.737
G.Skill,G.Skill Ripjaws 4 GB,17.8,2403.0,,4,DDR4,2133,"1,4",15,Black / Blue,4.45
Crucial,Crucial CT16G3ERVLD4160B 16 GB,38.99,5263.65,,16,DDR3,1333,"1,16",11,Green / Black,2.437
Patriot,Patriot Viper Steel 16 GB,,,,16,DDR4,4133,"2,8",19,Silver / Black,
Samsung,Samsung M393A1G40EB1-CPB 8 GB,25.44,3434.4,,8,DDR4,2133,"1,8",15,Green / Black,3.18
Kingston,Kingston Server Premier 32 GB,99.0,13365.0,,32,DDR4,2666,"1,32",19,Green / Black,3.094
G.Skill,G.Skill F3-12800CL9D-8GBSQ 8 GB,24.27,3276.45,,8,DDR3,1600,"2,4",9,Green,3.034
G.Skill,G.Skill F3-12800CL11D-8GBSQ 8 GB,23.47,3168.45,,8,DDR3,1600,"2,4",11,Green,2.934
Corsair,Corsair CMSO16GX3M2A1333C9 16 GB,84.98,11472.3,,16,DDR3,1333,"2,8",9,Green,5.311
Mushkin,Mushkin Essentials 8 GB,21.41,2890.35,,8,DDR3,1600,"2,4",11,Green,2.676
Crucial,Crucial CT2K8G3S1339M 16 GB,79.98,10797.3,,16,DDR3,1333,"2,8",9,Green,4.999
G.Skill,G.Skill F3-1600C9D-8GSL 8 GB,25.04,3380.4,,8,DDR3,1600,"2,4",9,Green,3.13
G.Skill,G.Skill Ripjaws 16 GB,37.04,5000.4,,16,DDR3,1600,"2,8",11,,2.315
G.Skill,G.Skill Ripjaws 8 GB,22.82,3080.7,,8,DDR3,1600,"1,8",11,,2.853
Crucial,Crucial CT4G3S1067M 4 GB,28.27,3816.45,,4,DDR3,1066,"1,4",7,Black / Green,7.067
Crucial,Crucial CT8G3S1339M 8 GB,31.38,4236.3,,8,DDR3,1333,"1,8",9,Black / Green,3.922
Crucial,Crucial CT51264BF160BJ 4 GB,17.07,2304.45,,4,DDR3,1600,"1,4",11,Black / Green,4.268
G.Skill,G.Skill Ripjaws 16 GB,,,,16,DDR4,2400,"4,4",15,Red,
G.Skill,G.Skill Flare X 16 GB,,,,16,DDR4,2133,"2,8",15,Red,
G.Skill,G.Skill Trident Z RGB 32 GB,,,,32,DDR4,3000,"2,16",14,Black,
Crucial,Crucial CT8G4RFD824A 8 GB,127.51,17213.85,,8,DDR4,2400,"1,8",17,Green / Black,15.939
Kingston,Kingston KTH-PL426D8/16G 16 GB,41.42,5591.7,,16,DDR4,2666,"1,16",19,Green / Black,2.589
Kingston,Kingston ValueRAM 16 GB,48.82,6590.7,,16,DDR4,2400,"1,16",17,Green / Black,3.051
G.Skill,G.Skill Ripjaws 8 GB,28.02,3782.7,,8,DDR4,2666,"1,8",19,Green,3.502
G.Skill,G.Skill Trident Z Royal 16 GB,,,,16,DDR4,4266,"2,8",19,Gold,
G.Skill,G.Skill Trident Z Royal 32 GB,349.0,47115.0,,32,DDR4,4000,"4,8",17,Silver,10.906
Kingston,Kingston HyperX Fury RGB 64 GB,,,,64,DDR4,2400,"4,16",15,Black,
G.Skill,G.Skill Trident Z Royal 32 GB,,,,32,DDR4,3600,"4,8",16,Gold,
Samsung,Samsung M393A2K40CB2-CVF 16 GB,99.99,13498.65,,16,DDR4,2933,"1,16",21,Green / Black,
G.Skill,G.Skill Trident Z Royal 16 GB,228.87,30897.45,,16,DDR4,4000,"2,8",18,Silver,14.304
Patriot,Patriot Viper Steel 16 GB,39.99,5398.65,,16,DDR4,2666,"1,16",18,Silver / Black,2.499
Corsair,Corsair Vengeance RGB RT 64 GB,,,,64,DDR4,3200,"4,16",16,White / Black,
G.Skill,G.Skill Trident Z Royal Elite 32 GB,,,,32,DDR4,3600,"2,16",14,Gold,
G.Skill,G.Skill Trident Z5 RGB 32 GB,,,,32,DDR5,6000,"2,16",32,White / Black,
Kingston,Kingston ValueRAM 8 GB,39.04,5270.4,,8,DDR5,4800,"1,8",40,,4.88
