brand,name,price_usd,price_bdt,image_url,socket,chipset,form_factor,max_memory_gb,memory_slots,memory_type,m2_slots,color
MSI,MSI MEG B550 UNIFY-X,455.59,61504.65,,AM4,,ATX,64,2,,,Black
Gigabyte,Gigabyte B560 AORUS PRO AX,390.49,52716.15,,LGA1200,,ATX,128,4,,,Black
Gigabyte,Gigabyte Z690 AORUS ELITE DDR4,302.89,40890.15,,LGA1700,,ATX,128,4,,,Black / Silver
MSI,MSI MAG B460M MORTAR,299.99,40498.65,,LGA1200,,Micro ATX,128,4,,,Black / Silver
Asus,Asus PRIME B650M-A-CSM,287.37,38794.95,,AM5,,Micro ATX,128,4,,,Silver / Black
ASRock,ASRock Z590M Phantom Gaming 4,248.99,33613.65,,LGA1200,,Micro ATX,128,4,,,Silver / Black
Asus,Asus PRIME B860M-A WIFI,317.7,42889.5,,LGA1851,,Micro ATX,256,4,,,Silver / Black
MSI,MSI MEG Z490 ACE,486.0,65610.0,,LGA1200,,ATX,128,4,,,Black / Gold
ASRock,ASRock H670 Steel Legend,172.6,23301.0,,LGA1700,,ATX,128,4,,,Silver / Gray
MSI,MSI X370 XPOWER GAMING TITANIUM,542.89,73290.15,,AM4,,ATX,64,4,,,Silver
Asus,Asus PRIME B860M-K,179.06,24173.1,,LGA1851,,Micro ATX,128,2,,,Silver / Black
Gigabyte,Gigabyte Z690 GAMING X,515.0,69525.0,,LGA1700,,ATX,192,4,,,Black / Gray
ASRock,ASRock Z490M Pro4,380.99,51433.65,,LGA1200,,Micro ATX,128,4,,,Black / Silver
Asus,Asus Pro A620M-DASH-CSM,154.46,20852.1,,AM5,,Micro ATX,96,2,,,Green
Gigabyte,Gigabyte Z590I VISION D,459.0,61965.0,,LGA1200,,Mini ITX,64,2,,,Black / White
Gigabyte,Gigabyte B460M GAMING HD,217.0,29295.0,,LGA1200,,Micro ATX,64,2,,,Black / Red
Biostar,Biostar B760A-SILVER,179.97,24295.95,,LGA1700,,ATX,192,4,,,Silver / Black
Asus,Asus PRIME B860M-A-CSM,211.73,28583.55,,LGA1851,,Micro ATX,256,4,,,Silver / Black
Gigabyte,Gigabyte Z590 AORUS ELITE,379.0,51165.0,,LGA1200,,ATX,128,4,,,Black
ASRock,ASRock Z490 Taichi,910.54,122922.9,,LGA1200,,ATX,128,4,,,Black / Gold
MSI,MSI MAG Z690 TORPEDO,386.68,52201.8,,LGA1700,,ATX,192,4,,,Blue / Black
Asus,Asus ROG MAXIMUS Z690 APEX,812.61,109702.35,,LGA1700,,ATX,96,2,,,Black / Silver
Gigabyte,Gigabyte B860M DS3H,230.52,31120.2,,LGA1851,,Micro ATX,256,4,,,Silver / Black
ASRock,ASRock Z590 Phantom Gaming-ITX/TB4,519.99,70198.65,,LGA1200,,Mini ITX,64,2,,,Black / Red
Gigabyte,Gigabyte B660 AORUS Master,365.0,49275.0,,LGA1700,,ATX,192,4,,,Black
Asus,Asus Pro H510M-CT/CSM,183.48,24769.8,,LGA1200,,Micro ATX,64,2,,,Green
Biostar,Biostar B760M-SILVER,355.56,48000.6,,LGA1700,,Micro ATX,192,4,,,Silver / Black
MSI,MSI PRESTIGE X570 CREATION,928.87,125397.45,,AM4,,EATX,128,4,,,Black / Silver
Gigabyte,Gigabyte Z590 AORUS XTREME,699.99,94498.65,,LGA1200,,EATX,128,4,,,Black
Gigabyte,Gigabyte Q670M D3H,208.99,28213.65,,LGA1700,,Micro ATX,128,4,,,Brown / Gray
Biostar,Biostar Z690 VALKYRIE,825.0,111375.0,,LGA1700,,ATX,192,4,,,Black / Gray
ASRock,ASRock Z590 Taichi,794.25,107223.75,,LGA1200,,ATX,128,4,,,Black / Silver
Asus,Asus ROG MAXIMUS XII APEX,509.99,68848.65,,LGA1200,,ATX,64,2,,,Black
Asus,Asus TUF GAMING B850-E WIFI,229.99,31048.65,,AM5,,ATX,256,4,,,Black
Supermicro,Supermicro C9Z490-PGW,1050.0,141750.0,,LGA1200,,ATX,128,4,,,Black
ASRock,ASRock Z590 PG Velocita,636.87,85977.45,,LGA1200,,ATX,128,4,,,Silver / Black
Gigabyte,Gigabyte Z490 VISION D,741.98,100167.3,,LGA1200,,ATX,128,4,,,Black / Silver
Biostar,Biostar B650M-SILVER,201.28,27172.8,,AM5,,Micro ATX,192,4,,,Silver / Black
Gigabyte,Gigabyte Z590 AORUS TACHYON,573.0,77355.0,,LGA1200,,EATX,64,2,,,Black
Asus,Asus Pro B860M-CT-CSM,159.99,21598.65,,LGA1851,,Micro ATX,256,4,,,Black
Gigabyte,Gigabyte H810M K,137.99,18628.65,,LGA1851,,Micro ATX,128,2,,,Gray / Black
